"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"67","80-17-047312","2017-06-12 20:32:00","2017-06-12 20:00:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","11100 BLOCK BROOKLEY DR                                     ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40229"
"68","80-17-045534","2017-06-06 15:31:00","2017-06-06 15:31:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","525","HIGHWAY / ROAD / ALLEY","THURMAN HUTCHINS PARK                                       ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40207"
"69","80-17-033690","2017-04-28 10:45:00","2017-04-28 10:45:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","S 32ND ST / HALE AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"70","80-17-050633","2017-06-23 17:32:00","2017-06-23 17:32:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","322","RESIDENCE / HOME","5300 BLOCK ALPINE WAY                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"71","80-17-050040","2017-06-21 22:28:00","2017-06-21 22:28:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","613","OTHER RESIDENCE (APARTMENT/CONDO)","3200 BLOCK KEMMONS DR                                       ","ASSAULT - 1ST DEGREE - POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40218"
"72","80-17-055773","2017-07-11 10:30:00","2017-07-11 10:16:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","PARKING LOT / GARAGE","3300 BLOCK TAYLOR BLVD                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"73","80-17-055773","2017-07-11 10:30:00","2017-07-11 10:16:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","PARKING LOT / GARAGE","3300 BLOCK TAYLOR BLVD                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"74","80-17-055773","2017-07-11 10:30:00","2017-07-11 10:16:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","PARKING LOT / GARAGE","3300 BLOCK TAYLOR BLVD                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"75","80-17-053421","2017-07-03 10:27:00","2017-07-03 10:27:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","700 BLOCK E JEFFERSON ST                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"76","80-17-055260","2017-07-09 14:52:00","2017-07-09 14:52:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","5600 BLOCK PRESTON HWY                                      ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40219"
"77","80-17-057763","2017-07-08 11:55:00","2017-07-08 11:55:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","6200 BLOCK PRESTON HWY                                      ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"78","80-17-060577","2017-07-26 23:19:00","2017-07-26 23:19:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","700 BLOCK ZANE ST                                           ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"79","80-17-060577","2017-07-26 23:19:00","2017-07-26 23:19:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","700 BLOCK ZANE ST                                           ","ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"80","80-17-058883","2017-07-21 15:15:00","2017-07-21 15:15:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ANNIE ST / WILSON AVE                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"81","80-17-058883","2017-07-21 15:15:00","2017-07-21 15:15:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ANNIE ST / WILSON AVE                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"82","80-17-058883","2017-07-21 15:15:00","2017-07-21 15:15:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ANNIE ST / WILSON AVE                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"83","80-17-063574","2017-08-06 04:06:00","2017-08-06 04:06:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","NAOMI DR / POPLAR LEVEL RD                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40219"
"84","80-17-063574","2017-08-06 04:06:00","2017-08-06 04:06:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","NAOMI DR / POPLAR LEVEL RD                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40219"
"85","80-17-064417","2017-07-04 20:46:00","2017-07-04 20:46:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 20TH ST / W MUHAMMAD ALI BLVD                             ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"86","80-17-064417","2017-07-04 20:46:00","2017-07-04 20:46:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 20TH ST / W MUHAMMAD ALI BLVD                             ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"87","80-17-064417","2017-07-04 20:46:00","2017-07-04 20:46:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 20TH ST / W MUHAMMAD ALI BLVD                             ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"88","80-17-066460","2017-06-17 10:06:00","2017-06-17 09:50:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","724","HIGHWAY / ROAD / ALLEY","11800 BLOCK PEAK PL                                         ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40229"
"89","80-17-067605","2017-08-19 23:11:00","2017-08-19 23:00:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","S 17TH ST / DUMESNIL ST                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40210"
"90","80-17-067387","2017-08-19 00:36:00","2017-08-19 00:36:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","BARDSTOWN RD / BAXTER AVE                                   ","MENACING","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40204"
"91","80-17-066400","2017-08-15 23:57:00","2017-08-15 23:57:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","5000 BLOCK SHEPHERDSVILLE RD                                ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40228"
"92","80-17-066400","2017-08-15 23:57:00","2017-08-15 23:57:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","5000 BLOCK SHEPHERDSVILLE RD                                ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40228"
"93","80-17-071403","2017-09-01 21:08:00","2017-09-01 21:00:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","3700 BLOCK E INDIAN TRL                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40213"
"94","80-17-027654","2017-04-08 02:57:00","2017-04-08 02:57:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","ASHBY LN / DIXIE HWY                                        ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40272"
"95","80-17-074529","2017-09-13 08:15:00","2017-09-13 08:15:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","600 BLOCK MIX AVE                                           ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40208"
"96","80-17-076728","2017-09-15 20:18:00","2017-09-15 01:45:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","S 26TH ST / W MARKET ST                                     ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"97","80-17-078485","2017-09-22 21:31:00","2017-09-22 20:33:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","W CHESTNUT ST / ROY WILKINS AVE                             ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"98","80-17-077211","2017-09-21 23:50:00","2017-09-21 23:50:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","600 BLOCK N 29TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"99","80-17-080932","2017-10-04 12:03:00","2017-10-04 12:03:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","613","SCHOOL - ELEMENTARY / SECONDARY","4900 BLOCK EXETER AVE                                       ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"100","80-17-080934","2017-10-04 11:16:00","2017-10-04 11:16:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","723","HIGHWAY / ROAD / ALLEY","6500 BLOCK REDHAVEN WAY                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40228"
"101","80-17-081264","2017-10-05 11:58:00","2017-10-05 11:58:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","S 5TH ST / M ST                                             ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"102","80-17-082123","2017-10-08 05:15:00","2017-10-08 05:15:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","JAIL / PENITENTARY","2600 BLOCK W BROADWAY                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"103","80-17-084398","2017-10-16 08:31:00","2017-09-22 00:16:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","600 BLOCK N 29TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40212"
"104","80-17-083167","2017-10-11 16:41:00","2017-10-11 16:41:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","OTHER / UNKNOWN","2300 BLOCK MONTGOMERY ST                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"105","80-17-083127","2017-10-11 15:16:00","2017-10-11 15:10:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","OTHER / UNKNOWN","300 BLOCK YORK ST                                           ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"106","80-17-085593","2017-10-19 23:13:00","2017-10-19 23:13:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","HEMLOCK ST / WILSON AVE                                     ","ASSAULT - 2ND DEGREE - POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40211"
"107","80-17-085593","2017-10-19 23:13:00","2017-10-19 23:13:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","HEMLOCK ST / WILSON AVE                                     ","ASSAULT - 2ND DEGREE - POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40211"
"108","80-17-085677","2017-10-19 20:38:00","2017-10-19 20:38:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","CAMP ST / S CLAY ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"109","80-17-086073","2017-10-21 18:19:00","2017-10-21 18:19:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","10900 BLOCK DIXIE HWY                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40272"
"110","80-18-017167","2018-03-06 14:57:00","2018-03-06 14:57:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","OLIVE ST / WOODLAND AVE                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40211"
"111","80-18-017167","2018-03-06 14:57:00","2018-03-06 14:57:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","OLIVE ST / WOODLAND AVE                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40211"
"112","80-18-017167","2018-03-06 14:57:00","2018-03-06 14:57:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","OLIVE ST / WOODLAND AVE                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40211"
"113","80-17-102052","2017-12-17 02:12:00","2017-12-17 02:12:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","4000 BLOCK TAYLORSVILLE RD                                  ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40220"
"114","80-17-102052","2017-12-17 02:12:00","2017-12-17 02:12:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","4000 BLOCK TAYLORSVILLE RD                                  ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40220"
"115","80-15-041678","2015-06-01 19:25:00","2015-06-01 19:00:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","112","RESIDENCE / HOME","1800 BLOCK W MADISON ST                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"116","80-15-057601","2015-07-25 02:47:00","2015-07-25 02:30:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","315","PARKING LOT / GARAGE","DIXIE HWY / JOHNSONTOWN RD                                  ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40272"
"117","80-18-009513","2018-02-08 09:54:00","2018-02-06 21:07:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ALGONQUIN PKY / CYPRESS ST                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40210"
"118","80-18-009513","2018-02-08 09:54:00","2018-02-06 21:07:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ALGONQUIN PKY / CYPRESS ST                                  ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40210"
"119","80-18-009513","2018-02-08 09:54:00","2018-02-06 21:07:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ALGONQUIN PKY / CYPRESS ST                                  ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40210"
"120","80-18-009513","2018-02-08 09:54:00","2018-02-06 21:07:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","ALGONQUIN PKY / CYPRESS ST                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40210"
"121","80-17-080224","2017-09-26 21:17:00","2017-09-26 21:17:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","PRESTON HWY / TRIO AVE                                      ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40219"
"122","80-14-096986","2014-12-04 14:30:00","2014-12-04 14:00:00","ASSAULT","13C","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL","40218"
"123","80-14-096986","2014-12-04 14:30:00","2014-12-04 14:00:00","ASSAULT","13C","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL","40218"
"124","80-14-096986","2014-12-04 14:30:00","2014-12-04 14:00:00","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL","40218"
"125","80-17-056764","2017-07-14 13:20:00","2017-07-14 13:20:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","4700 BLOCK PROGRESS BLVD                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"126","80-17-056764","2017-07-14 13:20:00","2017-07-14 13:20:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","4700 BLOCK PROGRESS BLVD                                    ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"127","80-17-056764","2017-07-14 13:20:00","2017-07-14 13:20:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","4700 BLOCK PROGRESS BLVD                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
